quarter,fed_funds_avg_rate,fed_funds_percent_change_prev_quarter,fed_funds_st_dev_rate
1995Q1,5.802777777777776,0.12284268704502133,0.2853069617481715
1995Q2,6.019120879120879,0.03728267902513982,0.0885770016758594
1995Q3,5.797173913043481,-0.03687365157381835,0.2257847174913566
1995Q4,5.719456521739132,-0.013406082423969852,0.266480373194085
1996Q1,5.370989010989011,-0.06092668235620422,0.30798648940445045
1996Q2,5.243956043956042,-0.023651689990998006,0.1649099358294914
1996Q3,5.30619565217391,0.0118688272167351,0.36068872577884337
1996Q4,5.280869565217388,-0.004772927463793517,0.21637194357088935
1997Q1,5.278444444444442,-0.00045922754633424796,0.27333936231589695
1997Q2,5.5221978021978,0.0461790135936561,0.2090178206001808
1997Q3,5.534673913043477,0.0022592654759146075,0.15680498903643858
1997Q4,5.507391304347825,-0.004929397670810416,0.15899318919145242
1998Q1,5.519333333333334,0.002168363990421543,0.15534521180731836
1998Q2,5.497472527472529,-0.003960769270589135,0.20926640865755247
1998Q3,5.531630434782608,0.006213383903126699,0.14434602179693098
1998Q4,4.86054347826087,-0.12131811125739309,0.32572274372720056
1999Q1,4.734555555555556,-0.025920542274501662,0.18829907546964147
1999Q2,4.747692307692309,0.002774653709858446,0.14730977883416616
1999Q3,5.09554347826087,0.07326742089098019,0.17400495212376227
1999Q4,5.304021739130434,0.04091384201881409,0.24762635705641295
2000Q1,5.6776923076923085,0.0704504217630028,0.3041091796746571
2000Q2,6.271978021978021,0.10467029244972581,0.264718801667059
2000Q3,6.519456521739131,0.039457807233046004,0.10757429459726134
2000Q4,6.474891304347829,-0.006835725837376026,0.20355356540598588
2001Q1,5.596999999999996,-0.13558394466920817,0.33196876122154395
2001Q2,4.326703296703296,-0.22696028288309827,0.4146298347657824
2001Q3,3.501521739130434,-0.19071831391849856,0.47877805723909833
2001Q4,2.130434782608696,-0.39156888309430665,0.3174240864285617
2002Q1,1.7328888888888903,-0.18660317460317402,0.06193952187043493
2002Q2,1.751538461538462,0.010762128356382725,0.04737376388121917
2002Q3,1.7408695652173913,-0.006091157319890986,0.045250272876672146
2002Q4,1.4442391304347826,-0.17039210789210793,0.25167672311415146
2003Q1,1.2496666666666667,-0.13472316299139506,0.052262302997540644
2003Q2,1.246703296703296,-0.002371328324916501,0.05291617994642192
2003Q3,1.0168478260869562,-0.18437062870063406,0.08627746382719496
2003Q4,0.996739130434782,-0.01977552111170527,0.02721944584672116
2004Q1,1.0018681318681315,0.005145781154505489,0.022750437744852654
2004Q2,1.0113186813186812,0.009432927498080744,0.04553896478618414
2004Q3,1.4307608695652176,0.41474779018184094,0.1724116827308774
2004Q4,1.9498913043478265,0.36283521993466544,0.19017917847008056
2005Q1,2.4690000000000003,0.26622442722559775,0.18243699851446324
2005Q2,2.9417582417582415,0.19147761918114264,0.12865624661255254
2005Q3,3.4600000000000004,0.1761673515128878,0.1802745159441594
2005Q4,3.978260869565217,0.14978637848705675,0.1795758659697787
2006Q1,4.454111111111108,0.11961262902246446,0.155606060108762
2006Q2,4.907582417582419,0.10180960805851776,0.10834451900550737
2006Q3,5.245326086956522,0.06882078396973376,0.0385863121821262
2006Q4,5.242934782608695,-0.00045589240939159474,0.03212400572637633
2007Q1,5.254555555555557,0.0022164633795196164,0.030544169936399097
2007Q2,5.252417582417585,-0.00040687991883762943,0.028100638954406298
2007Q3,5.074347826086956,-0.03390243702761101,0.22641158839127368
2007Q4,4.495652173913043,-0.11404335532516492,0.2793843480785321
2008Q1,3.1814285714285706,-0.2923321359491573,0.6583102467320265
2008Q2,2.0847252747252747,-0.34472038962384705,0.16232574013275308
2008Q3,1.9406521739130431,-0.0691089145217072,0.2644912360575792
2008Q4,0.505326086956522,-0.7396101713901644,0.47968270439365457
2009Q1,0.18444444444444447,-0.6349991634999165,0.04421884064135353
2009Q2,0.17802197802197803,-0.03482060108566141,0.03159535057989033
2009Q3,0.15434782608695666,-0.13298443370907065,0.016726917691013764
